,,,,,
St. Joseph University in Tanzania (SJUIT),"Ordinary Diploma in Electronics and
Communication Engineering","Holders of Certificate of Secondary Education Examinations (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Physics/Engineering Science, Basic Mathematics and Chemistry; Or
Holders of Certificate of Secondary Education (CSEE) with A Minimum
of four Passes and National Vocational Award (nva) Level III or Trade
Test Certificate of Grade I in The Relevant Field Offered By Veta
Accredited Institution; or Holders of General Certificate in
Engineering.",3,100,"Local Fee: TSH. 950,000/="
St. Joseph University in Tanzania (SJUIT),Ordinary Diploma in Industrial Engineering,"Holders of Certificate of Secondary Education Examinations (CSEE)
with at least Four (4) passes in non-religious subjects including
Physics/Engineering Science, Basic Mathematics and Chemistry; OR
General Certificate in Engineering; OR National Vocational Award
(NVA) Level III or Trade Test Certificate Grade I in Industrial
Engineering.",3,100,"Local Fee: TSH. 950,000/="
St. Joseph University in Tanzania (SJUIT),Ordinary Diploma in Information Technology,"Holders of Certificate of Secondary Education Examinations (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Physics/Engineering Science and Basic Mathematics.",3,100,"Local Fee: TSH. 950,000/="
,,"Holders of Basic Technician Certificate( NTA Level 4) in Information
Technology",2,100,
St. Joseph University in Tanzania (SJUIT),Ordinary Diploma in Mechanical Engineering,"Holders of Certificate of Secondary Education Examinations (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Physics/Engineering Science, Basic Mathematics and Chemistry; Or
Holders of Certificate of Secondary Education (CSEE) with A Minimum
of four Passes and National Vocational Award (nva) Level III or Trade
Test Certificate of Grade I in The Relevant Field Offered By Veta
Accredited Institution; or Holders of General Certificate in
Engineering.",3,100,"Local Fee: TSH. 1,350,000/="
St. Joseph University in Tanzania (SJUIT),Ordinary Diploma in Mechatronics Engineering,"Holders of Certificate of Secondary Education Examinations (CSEE)
with at least Four (4) passes in non-religious subjects including
Physics/ Engineering Science, Basic Mathematics and Chemistry; OR
General Certificate in Engineering; OR National Vocational Award
(NVA) Level III or Trade Test Certificate Grade I in Mechatronics
Engineering with pass in Certificate of Secondary Education
Examination (CSEE)",3,100,"Local Fee: TSH. 950,000/="
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
"St. Augustine University of Tanzania, Arusha Centre",Diploma in Accountancy,"Holders of Certificate in Accountancy OR Advanced Certificate of
Secondary Education with at least one Principal pass and one
Subsidiary in Principal subjects",2,30,"Local Fee: TSH. 900,000/="
"St. Augustine University of Tanzania, Arusha Centre",Diploma in Business Administration,"Holders of Certificate in Business Administration OR Advanced
Certificate of Secondary Education with at least one Principal pass
and one Subsidiary in Principal subjects",2,30,"Local Fee: TSH. 900,000/="
"St. Augustine University of Tanzania, Arusha Centre",Diploma in Law,"Holders of Certificate in Law OR Holder of Advanced Certificate of
Secondary Education with at least one Principal pass and one
Subsidiary in Principal subjects",2,12,"Local Fee: TSH. 900,000/="
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
St. Augustine University of Tanzania (SAUT),"Technician Certificate in Computing, Information
and Communication Technology","Holders of Certificate of Secondary Education Examination (CSEE)
with at least Four (4) passes in non-religious subjects including Basic
Mathematics and English Language; OR National Vocational Award
(NVA Level III) or Trade Test Grade II in ICT with a Certificate of
Secondary Education Examination (CSEE)",2,195,"Local Fee: TSH. 1,135,600/= ,
Foreigner Fee: USD 500/="
St. Augustine University of Tanzania (SAUT),Diploma in Law,"Holders of Certificate in Law OR Advanced Certificate of Secondary
Education Examinations (ACSEE) with one Principal pass and one
Subsidiary in Principal subjects",2,200,"Local Fee: TSH. 1,045,000/= ,
Foreigner Fee: USD 1,520/="
St. Augustine University of Tanzania (SAUT),Ordinary Diploma in Accountancy,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including passes
in Basic Mathematics OR National Vocational Award (NVA) Level III
with a Certificate of Secondary Education Examination (CSEE)",3,400,"Local Fee: TSH. 1,045,000/= ,
Foreigner Fee: USD 1,480/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Accountancy
or Advanced Certificate of Secondary Education Examinations
Examination (ACSEE) with At Least one Principal Pass and one
Subsidiary in Principal Subjects",2,200,
St. Augustine University of Tanzania (SAUT),Ordinary Diploma in Business Administration,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA) Level III with a Certificate of Secondary
Education Examination (CSEE)",3,400,"Local Fee: TSH. 1,145,000/= ,
Foreigner Fee: USD 1,980/="
,,"Holders of Basic Technician Certificate(nta Level 4) in Business
Administration, Marketing and Public Relation or Advanced Certificate
of Secondary Education Examination (ACSEE) with one Principal Pass
and one Subsidiary in Principal Subjects",2,200,
St. Augustine University of Tanzania (SAUT),Ordinary Diploma in Information and Communication Technology,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least Four (4) passes in non-religious subjects including Basic
Mathematics and English Language; OR National Vocational Award
(NVA Level III) or Trade Test Grade II in ICT with a Certificate of
Secondary Education Examination (CSEE)",3,195,"Local Fee: TSH. 1,045,000/= , Foreigner Fee: USD 1,480/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Computer
Science, Information Technology, Business Information Technology or
Advanced Certificate of Secondary Education Examination (ACSEE)
with one Principal Pass and two Subsidiaries.",2,150,
St. Augustine University of Tanzania (SAUT),Ordinary Diploma in Journalism,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA) Level III with a Certificate of Secondary
Education Examination (CSEE)",3,400,"Local Fee: TSH. 1,045,000/= ,
Foreigner Fee: USD 1,520/="
,,"Holders of Basic Technician Certificate ( NTA Level 4) in Journalism,
Mass Communication or Advanced Certificate of Secondary Education
Examinations Examination (ACSEE) with At Least one Principal Pass
and one Subsidiary in Principal Subjects",2,200,
St. Augustine University of Tanzania (SAUT),Ordinary Diploma in Procurement and Supply,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,300,"Local Fee: TSH. 1,045,000/= ,
Foreigner Fee: USD 1,520/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Procurement
and Supply, Business Administration and Logistics or Advanced
Certificate of Secondary Education Examination (ACSEE) with one
Principal Pass and one Subsidiary in Principal Subjects.",2,200,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
St. Francis University College of Health and Allied Sciences (SFUCHAS),Ordinary Diploma in Medical Laboratory Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry, Biology, Physics/Engineering sciences/Basic Mathematics
and English Language.",3,170,"Local Fee: TSH. 1,200,000/="
St. Francis University College of Health and Allied Sciences (SFUCHAS),Ordinary Diploma in Pharmaceutical Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry and Biology. A Pass in Basic Mathematics and English
Language Is An Added Advantage.",3,200,"Local Fee: TSH. 1,200,000/="
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
St. Joseph University College of Health and Allied Sciences (SJCHAS),Ordinary Diploma in Nursing and Midwifery,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including
Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic
Mathematics and English Language is an added advantage.",3,160,"Local Fee: TSH. 1,450,000/="
St. Joseph University College of Health and Allied Sciences (SJCHAS),Ordinary Diploma in Pharmaceutical Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry and Biology. A Pass in Basic Mathematics and English
Language Is An Added Advantage.",3,250,"Local Fee: TSH. 1,900,000/="
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Stella Maris Mtwara University College (STeMMUCo),"Technician Certificate in Librarianship and
Records Management","Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",2,200,"Local Fee: TSH. 1,112,000/="
Stella Maris Mtwara University College (STeMMUCo),Diploma in Accountancy,"Holders of Certificate in Accountancy OR Advanced Certificate of
Secondary Education Examination (ACSEE) with at least one Principal
pass and one subsidiary in Principal subjects",2,20,"Local Fee: TSH. 950,000/="
Stella Maris Mtwara University College (STeMMUCo),Diploma in Business Administration,"Holders of Certificate in Business Administration OR Advanced
Certificate of Secondary Education Examination (ACSEE) with at least
one Principal pass and one subsidiary in Principal subjects",2,50,"Local Fee: TSH. 950,000/="
Stella Maris Mtwara University College (STeMMUCo),Diploma in Law,"Holders of Certificate in Law OR Advanced Certificate of Secondary
Education Examination (ACSEE) with at least one Principal pass and
one subsidiary in Principal subjects",2,150,"Local Fee: TSH. 1,112,000/= ,
Foreigner Fee: USD 546/="
Stella Maris Mtwara University College (STeMMUCo),Diploma in Librarianship and Records Management,"Holders of Technician Certificate (NTA Level 5) in Librarianship and
Records Management",1,200,"Local Fee: TSH. 1,092,000/= ,
Foreigner Fee: USD 546/="
Stella Maris Mtwara University College (STeMMUCo),Ordinary Diploma in Accountancy,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including Basic
Mathematics OR National Vocational Award (NVA ) Level III with a
Certificate of Secondary Education Examination (CSEE)",3,380,"Local Fee: TSH. 1,092,000/= ,
Foreigner Fee: USD 546/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Accountancy
OR Advanced Certificate of Secondary Education Examination (ACSEE)
with one Principal pass and one Subsidiary in Principal Subjects",2,540,
Stella Maris Mtwara University College (STeMMUCo),Ordinary Diploma in Business Administration,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA) Level III with a Certificate of Secondary
Education Examination (CSEE)",3,200,"Local Fee: TSH. 1,112,000/= ,
Foreigner Fee: USD 546/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Business
Administration, Human Resource Management, Accounting, Banking
and Finance OR Advanced Certificate of Secondary Examination with
one Principal pass and one Subsidiary in Principal subjects",2,300,
Stella Maris Mtwara University College (STeMMUCo),Ordinary Diploma in Community Development,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non- religious subjects",3,300,"Local Fee: TSH. 1,092,000/= ,
Foreigner Fee: USD 546/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Community
Development, Social Work, Community Health, Gender, Youth Work,
Social Protection OR Advanced Certificate of Secondary Education
Examination (ACSEE) with one Principal pass and one Subsidiary in
principal subjects",2,250,
Stella Maris Mtwara University College (STeMMUCo),Ordinary Diploma in Procurement and Supply,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA) Level III with a Certificate of Secondary
Education Examination (CSEE)",3,200,"Local Fee: TSH. 1,092,000/= ,
Foreigner Fee: USD 546/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Procurement
and Supply, Logistics, Clearing and Forwarding, Inventory Management
OR Advanced Certificate of Secondary Education Examination (ACSEE)
with one Principal pass and one Subsidiary pass in Principal subjects",2,200,
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Teofilo Kisanji University (TEKU),"Technician Certificate in Journalism and Mass
Communication","Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA) Level III with at least two passes in Certificate
of Secondary Education Examination (CSEE)",2,100,"Local Fee: TSH. 900,000/="
Teofilo Kisanji University (TEKU),Diploma in Journalism and Mass Communication,Holders of Technician Certificate (NTA Level 5) in Journalism,3,100,"Local Fee: TSH. 700,000/="
Teofilo Kisanji University (TEKU),Ordinary Diploma in Accounting and Finance,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) Passes in non-religious Subjects",3,200,"Local Fee: TSH. 900,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Accountancy
and Finance OR Advanced Certificate of Secondary Examination
Education (ACSEE) with at least one Principal pass and one Subsidiary
in Principal subjects",2,100,
Teofilo Kisanji University (TEKU),Ordinary Diploma in Business Administration,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,191,"Local Fee: TSH. 900,000/="
,,"Holder of Basic Technician Certificate (NTA Level 4) in Business
Administration OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal pass and one
subsidiary in Principal subjects",2,100,
Teofilo Kisanji University (TEKU),Ordinary Diploma in Clinical Medicine,"Holders of Certificate of Secondary Education Examination (CSEE)
with four (4) passes in non-religious subjects including Chemistry,
Biology and Physics/Engineering Sciences. A pass in Basic Mathematics
and English Language is an added advantage",3,100,"Local Fee: TSH. 1,500,000/="
Teofilo Kisanji University (TEKU),"Ordinary Diploma in Community Development and
Social Work","Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,159,"Local Fee: TSH. 900,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Social Work,
Gender and Community Development OR Advanced Certificate of
Secondary Education Examination (ACSEE) with at least one principal
pass and one Subsidiary in Principal subjects",2,100,
Teofilo Kisanji University (TEKU),Ordinary Diploma in Human Resource Management,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,176,"Local Fee: TSH. 900,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Human
Resource Management OR Advanced Certificate of Secondary
Examination (ACSEE) with at least one principal pass and one
subsidiary in Principal subjects",2,100,
Teofilo Kisanji University (TEKU),Ordinary Diploma in Information Technology,"Holders of Certificate of Secondary Education Examination (CSEE)
with Four (4) passes in non-religious subjects including Basic
Mathematics and English Language; OR National Vocational Award
(NVA) Level III or Trade Test Grade I with Certificate of Secondary
Education Examination (CSEE).",3,141,"Local Fee: TSH. 900,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Information
Technology or Advanced Certificate of Secondary Education
Examination (ACSEE) with one Principal Pass and one Subsidiary",2,100,
Teofilo Kisanji University (TEKU),Ordinary Diploma in Law,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,180,"Local Fee: TSH. 900,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Law OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one principal pass and one subsidiary in Principal
subjects",2,100,
Teofilo Kisanji University (TEKU),"Ordinary Diploma in Library, Records and
Information Science","Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,200,"Local Fee: TSH. 900,000/="
,,"Holders Basic Technician Certificate (NTA Level 4) in Records
Management and Library and Information Science OR Advanced
Certificate of Secondary Examination (ACSEE) one principal pass and
one Subsidiary in Principal subjects",2,100,
Teofilo Kisanji University (TEKU),Ordinary Diploma in Nursing and Midwifery,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including
Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic
Mathematics and English Language is an added advantage.",3,100,"Local Fee: TSH. 1,500,000/="
Teofilo Kisanji University (TEKU),Ordinary Diploma in Pharmaceutical Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry and Biology. A Pass in Basic Mathematics and English
Language Is An Added Advantage.",3,150,"Local Fee: TSH. 1,500,000/="
Teofilo Kisanji University (TEKU),"Ordinary Diploma in Procurement and Supplies
Management","Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,195,"Local Fee: TSH. 900,000/="
,,"Holder of Basic Technician Certificate (NTA Level 4) in Procurement
and Supply OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one principal pass and one
Subsidiary in Principal subjects",2,100,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
State University of Zanzibar (SUZA),Basic Technician Certificate in Hotel Operations,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",1,50,"Local Fee: TSH. 710,000/="
State University of Zanzibar (SUZA),"Basic Technician Certificate in Tour Guide
Operations","Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",1,50,"Local Fee: TSH. 600,000/="
State University of Zanzibar (SUZA),Basic Technician in Hospitality Operation,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",1,75,"Local Fee: TSH. 650,000/="
State University of Zanzibar (SUZA),Technician Certificate in Front Office Operations,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",2,50,"Local Fee: TSH. 850,000/="
State University of Zanzibar (SUZA),"Technician Certificate in Travel and Tourism
Operations","Holders of Certificate of Secondary Education Examinations (CSEE)
with at least four (4) passes in non-religious subject. English Language
is an added advantage",2,100,"Local Fee: TSH. 850,000/="
State University of Zanzibar (SUZA),Diploma in Agriculture Production,"Holders of Advanced Certificate of Secondary Education Examination
(ACSEE) with at least one (1) principle pass in Biology and one (1)
subsidiary pass in Chemistry, Physics, Advanced Mathematics,
Agriculture Science and Geography. or Possession of (NTA Level 4)
Certificate Award in Crop production.",2,100,"Local Fee: TSH. 1,217,000/="
State University of Zanzibar (SUZA),Diploma in Animal Health and Production,"Certificate of Secondary Education Examination (CSEE) with four (4
Ds) Passes in non-religious Subjects including three (3 Ds) Passes in
Biology, Chemistry, Physics/Engineering Sciences, Basic Mathematics,
Agriculture Science and Geography; or Possession of National Vocation
Award (NVA) Level III or Trade Test Grade I in Animal Husbandry and
Possession of Certificate of Secondary Education Examination (CSEE).",2,100,"Local Fee: TSH. 967,000/="
State University of Zanzibar (SUZA),Diploma in Crop Production,"Holders of Advanced Certificate of Secondary Education Examination
(ACSEE) with at least (1.5); one (1) principle pass in Biology and one
(1) subsidiary pass in Chemistry, Physics, Advanced Mathematics,
Agriculture Science and Geography. or Possession of (NTA Level 4)
Certificate Award in Crop production.",2,100,"Local Fee: TSH. 1,217,000/="
State University of Zanzibar (SUZA),Diploma in Financial Administration,"Holders of Technician Certificate (NTA Level 4) in Financial
Administration, Accountancy, Banking and Finance OR Advanced
Certificate of Secondary Education Examination (ACSEE) with one
Principal pass and two Subsidiary in principal subjects",2,50,"Local Fee: TSH. 850,000/="
State University of Zanzibar (SUZA),Diploma in Heritage Management and Tourism,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,60,"Local Fee: TSH. 1,335,000/="
State University of Zanzibar (SUZA),Diploma in Hospitality and Tourism Management,"Holders of Technician Certificate (NTA Level 5) in Hospitality and
Tourism Management, Hotel Management, Museum, Tour Guiding,
Archeology, Food preparation, Food Beverage and Front Office",2,60,"Local Fee: TSH. 1,067,000/="
State University of Zanzibar (SUZA),"Diploma in Inclusive and Special Needs Education
(Direct Form Four)","Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR Advanced
Certificate of Secondary Education Examination (ACSEE) with at least
one Principal pass and one subsidiary pass in Principal subjects",3,50,"Local Fee: TSH. 900,000/="
State University of Zanzibar (SUZA),"Diploma in Information Communication
Technology with Accounting","Holders of Basic Certificate in Computer Science, and Information
Technology OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal pass and one
Subsidiary in principal subjects",2,50,"Local Fee: TSH. 1,000,000/="
State University of Zanzibar (SUZA),Diploma in Information Technology,"Holder of Advanced Certificate of Secondary Education Examination
(ACSEE) with at least one Principal and one subsidiary in science
subjects. A Pass in Mathematics for Computer Science is compulsory
while English is compulsory for IT applicants (at least in O-level). OR A holder of Certificate in Computing discipline with Programming and
Mathematics recognized by NACTE, NECTA or any higher learning
Institution with a GPA of at least 3.0, also the candidate should have
Four passes at O level one of which be in Mathematics or English.",2,10,"Local Fee: TSH. 1,000,000/="
State University of Zanzibar (SUZA),Diploma in Language with Education,"Holders of Grade III A Certificate or any recognized Certificate in
Education OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal pass and one
subsidiary in principal subjects .",2,200,"Local Fee: TSH. 900,000/="
State University of Zanzibar (SUZA),Diploma in Librarian and Information Studies,"Holders of Certificate in Librarianship, information sciences, Records
Management OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal pass and one
subsidiary pass in Principal subjects",2,100,"Local Fee: TSH. 900,000/="
State University of Zanzibar (SUZA),Diploma in Physical Education and Sports Sciences,"Holders of a Certificate in Physical Education (PE) or Sports OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one Principal pass and one subsidiary pass in Principal
subjects.",2,70,"Local Fee: TSH. 1,000,000/="
State University of Zanzibar (SUZA),Diploma in Physical Education and Sports Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four passes (4) in non religious subjects",3,50,"Local Fee: TSH. 1,000,000/="
State University of Zanzibar (SUZA),Diploma in Procurement and Supply Management,"Holders Certificate in Accountancy, Banking and Finance, Marketing,
Clearing and Forwarding ,Projects Planning ,Procurement and Supply,
Taxation and Economics OR Advanced Certificate of Secondary
Examination one Principal pass and one Subsidiary in principal
subjects",2,50,"Local Fee: TSH. 900,000/="
State University of Zanzibar (SUZA),Diploma in Social Work,"Holders of Certificate in Social Work, Social Welfare, Teaching, Youth
Work, Rural Development, Nursing, Community Development OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one Principal pass and one Subsidiary in Principal
subjects",2,70,"Local Fee: TSH. 900,000/="
State University of Zanzibar (SUZA),Diploma in Social Work,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,50,"Local Fee: TSH. 900,000/="
State University of Zanzibar (SUZA),Ordinary Diploma in Clinical Dentistry,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including Chemistry, Biology and Physics/Engineering Sciences",3,50,"Local Fee: TSH. 1,255,400/="
State University of Zanzibar (SUZA),Ordinary Diploma in Clinical Medicine,"Holders of Certificate of Secondary Education Examination (CSEE)
with four (4) passes in non-religious subjects including Chemistry,
Biology and Physics/Engineering Sciences. A pass in Basic Mathematics
and English Language is an added advantage.",3,100,"Local Fee: TSH. 1,255,400/="
State University of Zanzibar (SUZA),"Ordinary Diploma in Environmental Health
Sciences","Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Biology Chemistry and Physics/Engineering Sciences.",3,50,"Local Fee: TSH. 1,255,400/="
State University of Zanzibar (SUZA),Ordinary Diploma in Hospitality Management,"Holders of Technician Certificate (NTA Level 5) in Hospitality
Management",1,75,"Local Fee: TSH. 850,000/="
State University of Zanzibar (SUZA),Ordinary Diploma in Medical Laboratory Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry, Biology, Physics/Engineering sciences/Basic Mathematics
and English Language.",3,50,"Local Fee: TSH. 1,255,400/="
State University of Zanzibar (SUZA),Ordinary Diploma in Nursing and Midwifery,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including
Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic
Mathematics and English Language is an added advantage.",3,100,"Local Fee: TSH. 1,255,400/="
State University of Zanzibar (SUZA),Ordinary Diploma in Pharmaceutical Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry and Biology. A Pass in Basic Mathematics and English
Language Is An Added Advantage.",3,60,"Local Fee: TSH. 1,255,400/="
State University of Zanzibar (SUZA),Ordinary Diploma in Tourism Management,"Holders of Technician Certificate (NTA Level 5) in Hotel Management,
Front Office, Food Production, Food and Beverage Services, Pastry
and Bakery, House Keeping and Laundry",1,75,"Local Fee: TSH. 850,000/="
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
"Dar es Salaam Tumaini University (DarTU), formerly TUDARCo","Diploma in Business Administration and
Management","Holder of Basic Technician Certificate (NTA Level 4) in Business
related Studies, Accounting and Banking, Marketing, Procurement and
Supply OR Advanced Certificate of Secondary Education Examination
(ACSEE) with one Principal pass and one Subsidiary in Principal
subjects",2,150,"Local Fee: TSH. 800,000/="
"Dar es Salaam Tumaini University (DarTU), formerly TUDARCo",Diploma in Law,"Holders of Certificate in Law OR Advanced Certificate of Secondary
Education Examination (ACSEE) with one Principal pass and a
subsidiary pass in Principal subjects",2,150,"Local Fee: TSH. 800,000/="
"Dar es Salaam Tumaini University (DarTU), formerly TUDARCo",Ordinary Diploma in Intercultural Relations,"Holders of Basic Technician Certificate (NTA Level 4) in Intercultural
Relations, Heritage OR Advanced Certificate of Secondary Education
Examination (ACSEE) with one Principal pass and one subsidiary in
principal subjects",2,50,"Local Fee: TSH. 800,000/="
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Tumaini University Makumira (TUMA),Diploma in Law,"Holders of Certificate of Law OR Advanced Certificate of Secondary
Examination (ACSEE) with at least one Principal pass and one
Subsidiary in Principal subjects",2,200,"Local Fee: TSH. 600,000/="
Tumaini University Makumira (TUMA),Ordinary Diploma in Accountancy,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA ) Level III with at least two (2) passes in
Certificate of Secondary Education Examinations (CSEE)",3,200,"Local Fee: TSH. 800,000/="
,,"Holder of Basic Technician Certificate (NTA Level 4) in Accountancy,
Finance and Banking, Business Administration, Procurement and
Supply OR Advanced Certificate of Secondary Education Examination
(ACSEE) with one Principal pass and one Subsidiary in Principal
subjects",2,200,
Tumaini University Makumira (TUMA),Ordinary Diploma in Business Administration,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National Vocational Award (NVA ) Level III with at least two (2) passes in
Certificate of Secondary Education Examinations (CSEE)",3,200,"Local Fee: TSH. 800,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Business
Administration, Marketing, Accountancy, Finance and Banking, Human
Resource Management, Local Government Administration OR Advanced
Certificate of Secondary Education Examination (ACSEE) with one
Principal Pass and one Subsidiary in Principal Subjects.",2,200,
Tumaini University Makumira (TUMA),"Ordinary Diploma in Information Communication
Technology","Holders of Certificate of Secondary Education Examination (CSEE)
with at least Four (4) passes in non-religious Subjects including a pass
in Basic Mathematics and English Language",3,350,"Local Fee: TSH. 800,000/="
,,"Holders of Basic Technician Certificate (NTA level 4) in Information
Communication Technology/Computer Engineering OR Advanced
Certificate of Secondary Education Examination (ACSEE) with at least
ONE Principal Pass and ONE Subsidiary pass.",2,200,
Tumaini University Makumira (TUMA),Ordinary Diploma in Music,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA ) Level III with at least two (2) passes in
Certificate of Secondary Education Examinations (CSEE)",3,30,"Local Fee: TSH. 800,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Music,
Performing Arts, Grade IIIA Certificate, Sports OR Advanced Certificate
of Secondary Education Examination (ACSEE) with at least one
Principal Pass and one Subsidiary pass in Principal subjects",2,20,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
