,,,,,
Muhimbili University of Health and Allied Sciences (MUHAS),"Diploma in Environmental Health Sciences - Dehs -
Mpwapwa","Holders of Certificate of Secondary Education Examination (CSEE)
with at least Four (4) Passes in non-religious Subjects, including
English and at least Three (3) Credits one in Mathematics and two
others from Physics, Chemistry and Biology.",3,50,"Local Fee: TSH. 777,400/="
Muhimbili University of Health and Allied Sciences (MUHAS),Diploma in Medical Laboratory Sciences (DMLS),"Holders of Certificate of Secondary Education Examination (CSEE)
with at least Five (5) Passes in non-religious Subjects including
Mathematics and English and at least Three (3) Credits in Biology,
Chemistry and Physics.",3,50,"Local Fee: TSH. 777,400/="
Muhimbili University of Health and Allied Sciences (MUHAS),"Diploma in Medical Laboratory Sciences (dmls) -
Evening","Holders of Certificate of Secondary Education Examination (CSEE)
with at least Five (5) Passes in non-religious Subjects, including
Mathematics and English and at least Three (3) Credits in Biology,
Chemistry and Physics.",3,50,"Local Fee: TSH. 1,527,400/="
Muhimbili University of Health and Allied Sciences (MUHAS),Diploma in Nursing (DN) - Evening,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least Five (5) Passes in non-religious Subjects including
Mathematics and English and at least Three (3) Credits in Biology,
Chemistry and Physics,",3,50,"Local Fee: TSH. 1,527,400/="
Muhimbili University of Health and Allied Sciences (MUHAS),Diploma in Nursing - DN - Regular,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least Five (5) Passes in non-religious Subjects, including
Physics, Mathematics and English and Credit passes in Biology and
Chemistry.",3,50,"Local Fee: TSH. 777,400/="
Muhimbili University of Health and Allied Sciences (MUHAS),Diploma in Orthopaedic Technology (DOT) - KCMC,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least Four (4) Passes in non-religious Subjects with at least
Three (3) Credits from Physics, Chemistry, Biology or Mathematics.
Credit pass in Engineering subjects is also acceptable as the third
credit pass.",3,15,"Local Fee: TSH. 777,400/="
Muhimbili University of Health and Allied Sciences (MUHAS),"Diploma in Pharmaceutical Sciences (DPS) -
Evening","Holders of Certificate of Secondary Education Examination (CSEE)
with at least Fiver (5) Passes in non-religious subjects including Biology and Physics, and at least Three Credits in Mathematics,
Chemistry and English.",3,35,"Local Fee: TSH. 1,527,400/="
Muhimbili University of Health and Allied Sciences (MUHAS),"Diploma in Pharmaceutical Sciences (DPS) -
Regular","Holders of Certificate of Secondary Education Examination (CSEE)
with at least Five (5) Passes in non-religious Subjects including Biology
and Physics, and at least Three (3) Credits in Mathematics, Chemistry
and English.",3,35,"Local Fee: TSH. 777,400/="
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Muslim University of Morogoro (MUM),Diploma in Islamic Banking and Finance,"Holders of Certificate in Islamic Banking and Finance OR Advanced
Certificate of Secondary Education Examination (ACSEE) with at least
one Principal pass and one Subsidiary in Principal subjects",2,100,"Local Fee: TSH. 1,000,000/= ,
Foreigner Fee: USD 1,000/="
Muslim University of Morogoro (MUM),Diploma in Law and Shariah,"Holders of Certificate in Law and Shariah OR Advanced Certificate of
Secondary Education Examination (ACSEE) with at least one Principal
pass and one Subsidiary in Principal subjects",2,100,"Local Fee: TSH. 1,000,000/= ,
Foreigner Fee: USD 1,000/="
Muslim University of Morogoro (MUM),"Diploma in Procurement and Logistics
Management","Holders of Certificate in Procurement and Supply,Logistics,Purchasing
and Inventory OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal pass and one
Subsidiary in Principal subjects",2,100,"Local Fee: TSH. 1,000,000/= ,
Foreigner Fee: USD 1,000/="
Muslim University of Morogoro (MUM),Ordinary Diploma in Accountancy,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including Basic
Mathematics OR National Vocational Award (NVA) Level III with a
Certificate of Secondary Education Examination (CSEE)",3,150,"Local Fee: TSH. 920,000/= ,
Foreigner Fee: USD 920/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Accountancy
OR Advance Certificate of Secondary Education Examination with at
least one Principal pass and one Subsidiary in Principal subjects",2,150,
Muslim University of Morogoro (MUM),Ordinary Diploma in Business Administration,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National Vocational Award (NVA)Level III with a Certificate of Secondary
Education Examination (CSEE)",3,150,"Local Fee: TSH. 920,000/= ,
Foreigner Fee: USD 920/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Business
Administration, Account, Finance and Banking, Marketing,
Procurement and Supply OR Advanced Certificate of Secondary
Education Examination (ACSEE) with at least one Principal pass and
one Subsidiary in Principal subjects",2,150,
Muslim University of Morogoro (MUM),Ordinary Diploma in Journalism,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA) Level III with a Certificate of Secondary
Education Examination (CSEE)",3,100,"Local Fee: TSH. 1,000,000/= ,
Foreigner Fee: USD 1,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Journalism,
Mass Communication, TV Production, Media Production OR Advanced
Certificate of Secondary Education Examination (ACSEE) with at least
one Principal pass and one Subsidiary in Principal subjects",2,60,
Muslim University of Morogoro (MUM),Ordinary Diploma in Medical Laboratory Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry, Biology, Physics/Engineering sciences/Basic Mathematics
and English Language.",3,100,"Local Fee: TSH. 2,200,000/= ,
Foreigner Fee: USD 2,200/="
Muslim University of Morogoro (MUM),"Ordinary Diploma in Science and Laboratory
Technology","Holders of Certificate of Secondary Education Examination (CSEE)
with Four (4) passes in non-religious subjects including Two (2) Passes
in Biology, Chemistry, Physics/Engineering Sciences.",3,250,"Local Fee: TSH. 1,200,000/= ,
Foreigner Fee: USD 1,200/="
,,"Holders of Certificate of Secondary Education Examination (CSEE)
with Four (4) Passes in non-religious Subjects including two (2) Passes
in Biology, Chemistry, Physics/Engineering Sciences; and Possession of
Basic Technician Certificate (NTA Level 4) in Science and Laboratory
Technology; OR Advanced Certificate of Secondary Education
Examination (ACSEE) with one (1) Principal Pass and one (1) Subsidiary
Pass in Biology, Chemistry, Physics, Advanced Mathematics.",2,200,
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Mwenge Catholic University (MWECAU),Ordinary Diploma in Accountancy,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including Basic
Mathematics",3,100,"Local Fee: TSH. 880,000/="
,,"Holders of Basic Technician Certificate (NTA level 4) in Accountancy,
Business Administration Banking and Finances OR Advanced Certificate
of Secondary Education Examination (ACSEE) with at least one
Principal pass and one Subsidiary in Principal subjects",2,100,
Mwenge Catholic University (MWECAU),Ordinary Diploma in Business Administration,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in Non-Religious Subjects OR National
Vocational Award (NVA) III with a Certificate of Secondary Education
Examination (CSEE)",3,100,"Local Fee: TSH. 880,000/="
,,"Holders of Basic Technician Certificate (NTA level 4) in Business
Administration OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal pass and one
Subsidiary Principal subjects",2,100,
Mwenge Catholic University (MWECAU),"Ordinary Diploma in Computing and Information
Technology","Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious subjects including Basic
Mathematics and English Language or National Vocational Award (NVA
Level III) with a Certificate of Secondary Education Examination
(CSEE)",3,100,"Local Fee: TSH. 880,000/="
,,"Holders of Basic Technician Certificate (NTA 4) in Information
Technology, Computer Sciences OR Advanced Certificate of Secondary
Education Examination (ACSEE) with one Principal pass and one
Subsidiary.",2,100,
Mwenge Catholic University (MWECAU),Ordinary Diploma in Law,"Holders of certificate of secondary education examination (CSEE) with
at least four (4) passes in non- religious subjects including English
Language",3,100,"Local Fee: TSH. 880,000/="
,,"Holders of Basic Technician Certificate (NTA level 4) in Law OR
Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal
subjects",2,100,
Mwenge Catholic University (MWECAU),Ordinary Diploma in Procurement and Supply,"Holders of Certificate of Secondary Education Examination ( CSEE )
with at least four (4) passes in non- religious subjects",3,80,"Local Fee: TSH. 880,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Procurement
and Supply, Logistics, Clearing and Forwarding OR Advanced
Certificate of Secondary Education Examination (ACSEE) with at Least
one Principal pass and one Subsidiary in Principal subjects",2,100,
Mwenge Catholic University (MWECAU),"Ordinary Diploma in Records, Archives and
Information Management","Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non religious subjects OR National
Vocational Award (NVA) Level III with a Certificate of Secondary
Education Examination (CSEE)",3,100,"Local Fee: TSH. 880,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Records
Management, Medical Records, Library and information studies OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one Principal pass and one Subsidiary in Principal
subjects",2,100,
Mwenge Catholic University (MWECAU),Ordinary Diploma in Social Work,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,100,"Local Fee: TSH. 880,000/="
,,"Holder of Basic Technician Certificate (NTA Level 4) in Social Work,
Gender and Community Development OR Advanced Certificate of
Secondary Education Examination (ACSEE) with at Least one Principal
pass and one Subsidiary in Principal subjects",2,100,
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Mzumbe University (MU),Diploma in Applied Statistics,"Holders of Certificate in Applied Statistics OR Advanced Certificate of
Secondary Education with at least one Principal pass and one
Subsidiary in Principal subjects",2,75,"Local Fee: TSH. 1,200,000/= ,
Foreigner Fee: USD 2,500/="
Mzumbe University (MU),Diploma in Applied Statistics (das),"Holders of Certificate in Applied Statistics OR Advanced Certificate of
Secondary Education Examination (ACSEE) with One Principal Pass in
Either Chemistry, Biology or Advanced Mathematics and One
Subsidiary in any Subject",2,75,"Local Fee: TSH. 1,200,000/="
Mzumbe University (MU),Diploma in Information Technology (dit),"Holders of Certificate in Information Technology, Computer
Engineering OR Advanced Certificate of Secondary Education
Examination (ACSEE) with One Principal Pass in either Physics,
Chemistry, Biology or Advanced Mathematics and One Subsidiary",2,75,"Local Fee: TSH. 1,200,000/="
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Mzumbe University Ð Mbeya Campus College (MU Ð Mbeya Campus College),Diploma in Accountancy (da),"Holders of Certificate in Accountancy, Finance and Banking OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one Principal pass and subsidiary in Principal subjects",2,250,"Local Fee: TSH. 1,200,000/="
Mzumbe University Ð Mbeya Campus College (MU Ð Mbeya Campus College),Diploma in Business Administration,"Holders of Certificate in Business Management, Procurement and
Supply Chain, Accountancy OR Advanced Certificate of Secondary
Education Examination (ACSEE)With at Least one Principal pass and
one subsidiary in Principal subjects.",2,200,"Local Fee: TSH. 1,200,000/="
Mzumbe University Ð Mbeya Campus College (MU Ð Mbeya Campus College),Diploma in Human Resource Management,"Holders of Certificate of Human Resources Management, Local
Government Administration, Social Work, Law, Business Management,
Community development, Records and Archives Management. OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with at Least one Principal Pass and one Subsidiary in Principal
subjects",2,250,"Local Fee: TSH. 1,200,000/="
Mzumbe University Ð Mbeya Campus College (MU Ð Mbeya Campus College),Diploma in Law,"Holders of Certificate in Law OR Advanced Certificate of Secondary
Education Examination (ACSEE) with at Least one Principal Pass and
one subsidiary in Principal subjects",2,250,"Local Fee: TSH. 1,200,000/="
Mzumbe University Ð Mbeya Campus College (MU Ð Mbeya Campus College),Diploma in Logistics Management,"Holders of Certificate in Logistics Management, Business
Administration, Accountancy, Banking OR Advanced Certificate ofSecondary Education with at Least Principal Pass and one Subsidiary in
Principal subjects",2,250,"Local Fee: TSH. 1,200,000/= ,
Foreigner Fee: USD 2,500/="
Mzumbe University Ð Mbeya Campus College (MU Ð Mbeya Campus College),"Diploma in Procurement and Logistics
Management","Holders of Certificate in Procurement and Supply Chain Business
Management, Public Administration, Accountancy OR Advanced
Certificate of Secondary Education Examination (ACSEE) with at Least
one Principal Pass and one subsidiary in Principal subjects",2,250,"Local Fee: TSH. 1,200,000/= ,
Foreigner Fee: USD 2,500/="
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Open University of Tanzania (OUT),Basic Technician Certificate in Entrepreneurship,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",1,100,"Local Fee: TSH. 850,000/="
Open University of Tanzania (OUT),Basic Technician Certificate in Hair and Beauty,"Holders of certificate of Secondary Education Examination (CSEE) with
four (4) passes in non-religious subjects",1,100,"Local Fee: TSH. 850,000/="
Open University of Tanzania (OUT),Diploma in Common Wealth Youth Programme,"Holders of Technician Certificate (NTA Level 5)in Youth work OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one Principal pass and Subsidiary in Principal subjects",2,300,"Local Fee: TSH. 720,000/="
Open University of Tanzania (OUT),Diploma in Distance Education and Open Learning,"Holders of Basic Technician Certificate (NTA Level 4) in Distance
Education",2,300,"Local Fee: TSH. 720,000/="
Open University of Tanzania (OUT),Diploma in Early Childhood Education (DECE),"Holder of certificate of secondary education examination (CSEE) with
Four passes or with two passes for those who have NVA level III
recognized by VETA and Grade III A OR Basic technician certificate in
teaching with an average of B and above",2,10000,"Local Fee: TSH. 720,000/="
Open University of Tanzania (OUT),Diploma in Library and Information Studies.,"Holders of Technician Certificate (NTA level 5) in Library and
Information studies",2,100,"Local Fee: TSH. 500,000/="
Open University of Tanzania (OUT),Diploma in Poultry Production and Health (odpph),"Holders of Technician Certificate ( NTA Level 5 ) in Animal Production,
General Agriculture With 2.0 GPA and above.",2,300,"Local Fee: TSH. 1,215,000/="
Open University of Tanzania (OUT),Diploma in Primary Teacher Education (odpte),"Holder of Certificate of Secondary Education Examination (CSEE) with
four Passes or with two Passes for Those Who Have Nva Level III
Recognized By Veta and Grade III A or Basic Technician Certificate in Teaching with An Average of B+ and above or Holder of Advinced
Certificate of Secondary Education with one Principal Pass and one
Subsidiary from Any two Subjects",2,10000,"Local Fee: TSH. 720,000/="
Open University of Tanzania (OUT),Ordinary Diploma in Accountancy,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,1000,"Local Fee: TSH. 850,000/="
,,"Holders of Basic Technical Certificate Certificate ( NTA Level 4) in
Accountancy OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal pass and one
Subsidiary in Principal subjects",2,1000,
Open University of Tanzania (OUT),Ordinary Diploma in Business Administration,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,1000,"Local Fee: TSH. 850,000/="
,,"Holders of Basic Technical Certificate Certificate (NTA Level 4) in
Business Administration, Accountancy Marketing and Procurement and
Supply OR Advanced Certificate of Secondary Education Examination
(ACSEE) with at least one Principal Pass and one Subsidiary in Principal
subjects",2,1000,
Open University of Tanzania (OUT),"Ordinary Diploma in Computing and Information
Communication Technology","Holders of Certificate of Secondary Education Examination (CSEE)
with Four (4) passes in non-religious subjects.",3,180,"Local Fee: TSH. 1,215,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Information
Communication Technology OR Advanced Certificate of Secondary
Education Examination (ACSEE) with one Principal Pass and One
Subsidiary Pass.",2,100,
Open University of Tanzania (OUT),Ordinary Diploma in Procurement and Supply,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,1000,"Local Fee: TSH. 870,000/="
,,"Holders of Basic Technician Certificate (NTA Level 5) in Procurement
and Supply, Logistics, Clearing and Forwarding, Business
Administration, Accounting OR Advanced Certificate of Secondary
Education Examination (ACSEE) with one Principal Pass and one
Subsidiary in principal subjects.",2,1000,
Open University of Tanzania (OUT),Ordinary Diploma in Social Work,"Holders of Certificate of Secondary Education Examination (CSEE)
with four (4) passes in non religious subjects",3,100,"Local Fee: TSH. 800,000/="
,,Holders of Basic Technician Certificate (NTA Level 4) in Social work,2,200,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Ruaha Catholic University (RUCU),Diploma in Business Administration,"Holders of Certificate in Business Administration OR Advanced
Certificate of Secondary Education Examination (ACSEE) with at Least
one Principal pass and Subsidiary in Principal subjects",2,100,"Local Fee: TSH. 1,215,000/="
Ruaha Catholic University (RUCU),Diploma in Computer Science,"Holders of Certificate in Computer Science (CS), Information
Technology (IT), Business Information Technology (BIT); OR Advanced
Certificate of Secondary Education Examination (ACSEE) with one (1)
principal pass and one (1) subsidiary pass.",2,70,"Local Fee: TSH. 1,290,000/="
Ruaha Catholic University (RUCU),Diploma in Environmental Health Sciences,"Holders of Technician Certificate (NTA Level 5) in Environmental
Health Sciences",2,50,"Local Fee: TSH. 1,400,000/="
Ruaha Catholic University (RUCU),Diploma in Human Resource Management,"Holders of Holder of Certificate in Human Resource Management OR
Advanced Certificate of Secondary Education Examination with one
Principal Pass and one Subsidiary in Principal subjects",2,100,"Local Fee: TSH. 1,250,000/="
Ruaha Catholic University (RUCU),Diploma in Law,"Holders of Certificate in Law OR Advanced Certificate of Secondary
Education Examination with at least one Principal pass and one
Subsidiary in Principal subjects",2,100,"Local Fee: TSH. 1,225,000/="
Ruaha Catholic University (RUCU),Diploma in Library and Information Studies,"Holders of Certificate in Library and Information Studies OR Advanced
Certificate of Secondary Education Examination with at least one
Principal pass and one Subsidiary in Principal subjects",2,100,"Local Fee: TSH. 1,215,000/="
Ruaha Catholic University (RUCU),"Ordinary Diploma in Environmental Health
Sciences","Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Biology Chemistry and Physics/Engineering Sciences.",3,300,"Local Fee: TSH. 1,400,000/="
Ruaha Catholic University (RUCU),Ordinary Diploma in Medical Laboratory Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry, Biology, Physics/Engineering sciences/Basic Mathematics
and English Language.",3,300,"Local Fee: TSH. 1,595,000/="
Ruaha Catholic University (RUCU),Ordinary Diploma in Pharmaceutical Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry and Biology. A Pass in Basic Mathematics and English
Language Is An Added Advantage.",3,400,"Local Fee: TSH. 1,400,000/="
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Sokoine University of Agriculture (SUA),Diploma in Crop Production and Management,"Holders of Certificate in Crop production,Agriculture General,
Certificate in Agriculture and Livestock Production (CALP) OR
Advanced Certificate of Secondary Education Examination (ACSEE)
Passes in Chemistry, Biology/zoology, Physics, Mathematics,
Geography or Science and Practice of Agriculture. The Candidate Must
Pass Biology/zoology At Principal Level. Such Candidates Must also
Passes in English and Mathematics at Certificate of Secondary
Education Examination (CSEE)",2,150,"Local Fee: TSH. 1,130,000/="
Sokoine University of Agriculture (SUA),Diploma in Information and Library Sciences(dils),"Holders of Technical Certificate(NTA 5) in Librarianship, Records
Management OR Advanced Certificate of Secondary Education with at
least one Principal Pass in Mathematics, Physics, Biology, Chemistry,
Science and Practice of Agriculture, Geography, Economics,
Commerce, History, English, French and Kiswahili",2,150,"Local Fee: TSH. 1,130,000/="
Sokoine University of Agriculture (SUA),Diploma in Information Technology,"Holders of Certificate in Information Technology,Computer
Engineering OR Advanced Certificate of Secondary Education with at
least one Principal Pass in Mathematics, Physics, Biology, Chemistry,
Science and Practice of Agriculture, Geography, Economics,
Commerce, History, English, French and Kiswahili.",2,150,"Local Fee: TSH. 1,130,000/="
Sokoine University of Agriculture (SUA),Diploma in Laboratory Technology,"Holders of Basic Certificate in Laboratory Technology with GPA 2.0
from recognized institution OR Advanced Certificate of Secondary
Education with at least one Principal Pass in Mathematics, Physics,
Biology, Chemistry, Science and Practice of Agriculture, Geography,
Economics, Commerce, History, English, French and Kiswahili.",2,150,"Local Fee: TSH. 1,130,000/="
Sokoine University of Agriculture (SUA),"Diploma in Records, Archives and Information
Management (dram)","Holders of Technical Certificate (NTA level 5) in Records Management,
Librarianship OR Advanced Certificate of Secondary Education with at
least one Principal pass in Mathematics, Physics, Biology, Chemistry,
Science and Practice of Agriculture, Geography, Economics,
Commerce, History, English, French and Kiswahili",2,150,"Local Fee: TSH. 1,130,000/="
Sokoine University of Agriculture (SUA),Diploma in Tropical Animal Health and Production,"Holders of Certificate in Animal Health (AGRO VET), Certificate in
Animal Health and Production (AHPC), Certificate in Agriculture and
Livestock Production (CALP) OR Advanced Certificate of Secondary
Education Examination (ACSEE) Passes in Chemistry, Biology/zoology,
Physics, Mathematics, Geography or Science and Practice of
Agriculture. The Candidate Must Pass Biology/zoology At Principal
Level. Such Candidates Must also Passes in English and Mathematics at
Certificate of Secondary Education Examination (CSEE)",2,150,"Local Fee: TSH. 1,130,000/="
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
St. John's University of Tanzania (SJUT),Diploma in Banking and Finance,"Holders of Certificate in Banking and Finance OR Advanced Certificate
of Secondary Education Examination (ACSEE) with one Principal pass
and one Subsidiary in Principal subjects",2,100,"Local Fee: TSH. 850,000/="
St. John's University of Tanzania (SJUT),Diploma in Business Administration (accounting),"Holders of Certificate in Business Administration OR Advanced
Certificate of Secondary Education Examination (ACSEE) with one
Principal pass and one Subsidiary in Principal subjects",2,50,"Local Fee: TSH. 1,000,000/="
St. John's University of Tanzania (SJUT),"Diploma in Business Administration (human
Resource)","Holders of Certificate in Human Resource Management , Business
Administration, Accounts, Banking and Finance OR Advanced
Certificate of Secondary Education Examination (ACSEE) with one
Principal Pass and one Subsidiary in Principal subjects",2,200,"Local Fee: TSH. 1,000,000/="
St. John's University of Tanzania (SJUT),Diploma in Business Administration (marketing),"Holders of Certificate in Business Administration; OR Advanced
Certificate of Secondary Education Examination (ACSEE) with at least
one Principal pass and one Subsidiary in Principal subjects",2,200,"Local Fee: TSH. 1,000,000/="
St. John's University of Tanzania (SJUT),Diploma in Business Administration (procurement),"Holders of Certificate in Business Administration, Procurement and
Supply OR Advanced Certificate of Secondary Education Examination
(ACSEE) with at least one Principal pass and one Subsidiary in Principal
subjects",2,200,"Local Fee: TSH. 1,000,000/= ,
Foreigner Fee: USD 600/="
St. John's University of Tanzania (SJUT),Diploma in Business Administration - Accounting,"Holders of Certificate in Business Administration - Accounting OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with one Principal pass and one Subsidiary pass in Principal subjects",2,100,"Local Fee: TSH. 1,000,000/="
St. John's University of Tanzania (SJUT),Diploma in Business Administration - Marketing,"Holders of Certificate in Business Administration - Marketing OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with one Principal pass and one Subsidiary in Principal subjects",2,100,"Local Fee: TSH. 1,000,000/="
St. John's University of Tanzania (SJUT),Diploma in Community Development,"Holders of Certificate in Community Development OR Advanced
Certificate of Secondary Education Examination (ACSEE) with one
Principal pass and one Subsidiary in Principal subjects",2,200,"Local Fee: TSH. 1,000,000/= ,
Foreigner Fee: USD 600/="
St. John's University of Tanzania (SJUT),Diploma in Computer System Maintanance,"Holders of Technician Certificate (NTA Level 5) in Computer
Maintenance,Computer Engineering OR Advanced Certificate of
Secondary Education Examination (ACSEE) with One Principal Pass and
one Subsidiary Principal subjects",2,100,"Local Fee: TSH. 1,400,000/="
St. John's University of Tanzania (SJUT),Diploma in Law,"Holders of Certificate in Law OR Advanced Certificate of Secondary
Education Examination (ACSEE) with at least one Principal pass and
one Subsidiary in Principal subjects",2,100,"Local Fee: TSH. 1,200,000/="
St. John's University of Tanzania (SJUT),Diploma in Project Planning and Management,"Holders o fTechnical Certificate(NTA LEVEL 5) in Project Planning and
Management OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal pass and one
Subsidiary in Principal subjects",2,200,"Local Fee: TSH. 1,000,000/= ,
Foreigner Fee: USD 600/="
St. John's University of Tanzania (SJUT),Diploma in Theology,"Holders of Certificate of Secondary Education Examination (CSEE)
with four (4) passes in non-religious subjects",3,50,"Local Fee: TSH. 900,000/="
St. John's University of Tanzania (SJUT),Ordinary Diploma in Community Development,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,200,"Local Fee: TSH. 850,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Community
Development, Gender, Youth Work OR Advanced Certificate of Secondary Education (ACSEE) with one Principal pass and one
Subsidiary.",2,200,
St. John's University of Tanzania (SJUT),Ordinary Diploma in Medical Laboratory Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry, Biology, Physics/Engineering sciences/Basic Mathematics
and English Language.",3,150,"Local Fee: TSH. 1,800,000/= ,
Foreigner Fee: USD 700/="
St. John's University of Tanzania (SJUT),Ordinary Diploma in Nursing and Midwifery,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including
Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic
Mathematics and English Language is an added advantage.",3,100,"Local Fee: TSH. 1,800,000/= ,
Foreigner Fee: USD 800/="
St. John's University of Tanzania (SJUT),Ordinary Diploma in Pharmaceutical Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Chemistry and Biology. A Pass in Basic Mathematics and English
Language Is An Added Advantage.",3,400,"Local Fee: TSH. 1,800,000/="
St. John's University of Tanzania (SJUT),"Ordinary Diploma in Science and Laboratory
Technology","Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in either Physics/Engineering Science,
English Language, Chemistry, Biology, Geography and Basic
Mathematics OR National Vocational Award (NVA) III or Trade Test
Grade I with Certificate of Secondary Education Examination (CSEE).",3,100,"Local Fee: TSH. 1,200,000/= ,
Foreigner Fee: USD 800/="
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
St. Joseph University in Tanzania (SJUIT),Ordinary Diploma in Civil Engineering,"Holders of Certificate of Secondary Education Examinations (CSEE)
with at least four (4) passes in non-religious subjects including passes
in Physics/ Engineering Science, Basic Mathematics and Chemistry; OR
General Certificate in Engineering; OR National Vocational Award
(NVA) Level III/Trade Test Certificate Grade Test I in Civil Engineering",3,100,"Local Fee: TSH. 950,000/="
St. Joseph University in Tanzania (SJUIT),"Ordinary Diploma in Computer Science and
Engineering","Holders of Certificate of Secondary Education Examinations (CSEE)
with at least Four (4) passes in non-religious subjects including
Physics/Engineering Science, Basic Mathematics and Chemistry; OR
General Certificate in Engineering; OR National Vocational Award
(NVA) Level III or Trade Test Certificate Grade I in Computer Science
Engineering.",3,100,"Local Fee: TSH. 950,000/="
St. Joseph University in Tanzania (SJUIT),"Ordinary Diploma in Electrical and Electronics
Engineering","Holders of Certificate of Secondary Education Examinations (CSEE)
with At Least four (4) Passes in non-religious Subjects including
Physics/Engineering Science, Basic Mathematics and Chemistry; Or
Holders of Certificate of Secondary Education (CSEE) with A Minimum
of four Passes and National Vocational Award (nva) Level III or Trade
Test Certificate of Grade I in The Relevant Field Offered By Veta
Accredited Institution; or Holders of General Certificate in
Engineering.",3,100,"Local Fee: TSH. 950,000/="
